ITEM,ProductId,Rating,UserId
mineral water,1304174905,1,ACUB5EB5F72B9
spaghetti,1304511138,1,A1XD9BN1CBR8U4
escalope,1304624498,3,A2K18LH5HC6K9B
mineral water,1304174905,3,A38JQUXZTKKHQP
mineral water,1304174905,5,A1QMSSMUBUXX5S
mushroom cream sauce,5357955905,1,A3VUS3HC1CCVOQ
green grapes,762451459,5,A19VNE2EF1QYNE
butter,1987958179,4,A1L8MP88Q3DXXJ
gluten free bar,6041134473,2,AEPAHTOT8YT04
spaghetti,1304511138,3,AM0RSD59GI2IK
toothpaste,6175005570,2,A2XYBHUJ7E1QDR
grated cheese,1304651104,5,A39GFZUNMWJ44J
salmon,1304196046,1,AEWKMTITVR260
sparkling water,1304622452,5,A1C4OJZCDI8LN3
whole weat flour,1304139212,3,ACZBT8YQ2TYOY
shampoo,6162071103,5,A24662VRPFY4YK
light mayo,3222000565,1,A3S87ZOPB3UM9N
pickles,1304622622,4,A18CAHNYYC8AA3
herb & pepper,1304622460,5,AGXDI4U7PAUGZ
shallot,1929099886,2,ADZZCC6UUMA0N
escalope,1304624498,4,A1F4CQTUN5WTEA
honey,1304174778,3,AQFATFCB1HBG3
olive oil,1304351475,4,ASPRENFTOYHO0
burger sauce,5357955454,2,A2DOQ89OLXNHNL
low fat yogurt,1304146744,2,A1IFYKTMBOTBP7
almonds,558925278,5,A364UC5PLUM8M3
cooking oil,3227001381,5,AC4343QXC1BCQ
meatballs,1304511146,4,A7SVI5Q1WC3UP
honey,1304174778,5,A28UWG41MHTXGC
cauliflower,6165151329,4,A2EH8T3LQS6EET
corn,6022600685,3,A1HBQHOWMXOLBM
eggs,1304511111,3,A1MOOCFYF4BW9F
french wine,1412759676,2,A31J5P90FNANXZ
tomato juice,1304146537,4,A34LP4FWKYTHB5
ham,1304665784,4,A328DC9RTOA5WS
whole wheat pasta,1304488608,2,A8R89360S6RZ3
mint,1304651347,1,A1B9XPHEGQ986Y
bramble,5357955743,4,ABKY0V59DOJ5Y
light mayo,3222000565,2,A3DHGDJ779MMSD
cookies,1304511124,3,AH9GYBKL6KJOF
spinach,1304196135,5,A2Z1MC0VM2SCZ7
fresh bread,6022600744,2,AWL41OE56O3O3
melons,6175005589,2,A3AOPVHGVIEHFK
olive oil,1304351475,1,A1G8D0R2YLCJPR
energy bar,1304622657,1,A1E5TTW0XXZIE7
green grapes,762451459,3,AV434O5MUBGN5
salad,1304174867,1,A1CT0SH9XKNIDY
cream,7535842801,4,A1FGEAEGWVYJ2I
spaghetti,1304511138,4,A2WDW3VRWKRRWV
ham,1304665784,4,A86RECWKC0IKS
corn,6022600685,3,A2GMXV65XFTCR6
burgers,1304482596,1,A2TSBFY4ZZIMXW
cream,7535842801,5,AGQ844D0UXGBF
carrots,1906987238,2,A3E13GVY40E6T5
mashed potato,6040652705,1,A1E09RWAID7HCH
chicken,1451646526,3,A2ME4DLS0Q488W
bramble,5357955743,3,A2HZV40RNSZ381
gums,5357955948,2,AS498SIPUF2PU
melons,6175005589,3,AL4XKV2S6IXQS
avocado,733001998,3,A138ATFNJU102C
yogurt cake,1304651118,3,A1B0Q1X54GILZP
shrimp,205616461,5,A22HDI6Y0ERZLN
whole wheat pasta,1304488608,3,A3SK4E6TWXE367
yogurt cake,1304651118,4,A3CHPIP8HRFNC8
asparagus,1304665704,1,A1GIGGY4X47QMA
cider,5357955314,4,A3V6ZQWSMLRXEJ
candy bars,3227001055,1,A38L32Q21P5T95
grated cheese,1304651104,5,A3BWP3PY4IUMTH
olive oil,1304351475,3,A1NRLEB0KOB65O
light cream,6053640972,4,A3UQXZCB1CXFNL
olive oil,1304351475,4,A3T58OUIBEL24K
sparkling water,1304622452,3,A3AAAZ446W2B3B
eggs,1304511111,4,A3ILSW0GC00YY
corn,6022600685,2,AJ8114KFKVCHX
whole weat flour,1304139212,5,ANLSZ40VRRB21
black tea,6117043058,3,A2U1PYP2Q7BUB2
spaghetti,1304511138,1,A024581134CV80ZBLIZTZ
yogurt cake,1304651118,1,ABLW2M2R7VQIA
chili,6041134494,2,A294IJJRMVOBSE
mineral water,1304174905,3,A3FPJWX0GHJCCG
flax seed,5357956014,5,A5UQ98GXX7T47
avocado,733001998,5,A13G2YWZQ3522K
fromage blanc,6022600804,3,A1Q3W2FX8LKH19
eggplant,5357955867,4,A13UXDADSBZ0NV
salad,1304174867,4,AY25UTTDNJ5SX
honey,1304174778,1,A2W470AYOQCZZ9
toothpaste,6175005570,2,A95LEWENLGMHH
vegetables mix,737104473,4,A30HUW0YSPL6N
eggplant,5357955867,4,A9E7CTWB6KFTK
asparagus,1304665704,3,A3MNCA0VED4SQD
body spray,7539914718,4,A1GLIRME0V0J4Z
mayonnaise,5357954771,3,A20BE32WVZFXAF
strawberries,5357955832,1,AYFZQPNEVSFMD
french wine,1412759676,5,A3FNVF412991A6
frozen smoothie,1304196070,2,A37KZTDCHTQMU0
mushroom cream sauce,5357955905,5,A3TDS7PK6K3TY1
escalope,1304624498,5,A3UX3UDVQ9OHLI
muffins,1403790965,2,ABVND860D55AJ
green beans,5357955786,3,A26TLFFBFPEOKJ
corn,6022600685,1,A2Q8QWVIZM213M
frozen smoothie,1304196070,1,A3C5DYTUXUCL0S
mushroom cream sauce,5357955905,5,A3DNSZT2HIB30J
mint,1304651347,4,AA0ACUPEPT1RN
dessert wine,5357956227,5,A16UTJN8DODY6N
ham,1304665784,1,ACB9GSMY2GY0O
butter,1987958179,3,ANNS6DSY390Z2
french wine,1412759676,4,A39SBRLJ1EQX1R
hand protein bar,7538650584,1,A3A2HRW0GR4EWU
asparagus,1304665704,2,A2H3NOCLLEPOKQ
pickles,1304622622,2,A1JM3NL9GSQ17N
cookies,1304511124,4,A2P0254ZZ42ZOJ
melons,6175005589,2,A2686J58T322ZS
burgers,1304482596,4,A7DS7JE3D53XW
body spray,7539914718,4,A267CAHUU3HOPQ
muffins,1403790965,1,A30CAUEGZO0DO6
babies food,6169040335,1,A249F9ZBJ3ZDIA
oil,3602116004,5,A9AZG7UY7VT89
soup,1304495396,3,A05492663T95KW63BR75K
pet food,4057362967,3,A2LRQ8GV6PZMHX
pasta,1457982633,3,A2B3FQVNDDT4PF
herb & pepper,1304622460,1,A1YJEY40YUW4SE
french fries,1304511081,4,AS5RB0XRDQZCS
whole wheat rice,4057363823,4,A6SS3B6BFQ5KX
gums,5357955948,5,A293VWKAL1RWBG
gums,5357955948,3,ABPIQZ23IBOJ
chicken,1451646526,5,A2DQ8W8ON2QZD3
tomato sauce,1304624544,5,A18S7SDS6HJ4LA
escalope,1304624498,4,A60XNB876KYML
burger sauce,5357955454,4,A2U7D909NH8L0U
body spray,7539914718,2,A3G6XNM240RMWA
extra dark chocolate,6165290582,2,A00205921JHJK5X9LNP42
yams,1304139220,5,A1SXKLV75ZL6DM
pasta,1457982633,2,A3CI83124O6ZP1
gums,5357955948,2,AYM7E80UCJX7I
meatballs,1304511146,1,AIPOM0VDQ2SN3
light cream,6053640972,4,A1QY7B8PEZDTDZ
eggs,1304511111,1,A187IEMZIHO4UU
avocado,733001998,1,A4R3YZHWJSWHU
oatmeal,7800558258,5,AO4WIKXQZJDQE
pet food,4057362967,4,A1R3PGXKL7EZSJ
tea,7883527428,1,A1PQFP6SAJ6D80
vegetables mix,737104473,5,A38FVHZTNQ271F
oatmeal,7800558258,3,A11PBM6FRXUJ5Q
strawberries,5357955832,1,A1GX3Y7VXYG6TH
vegetables mix,737104473,3,A3S0E0QE8XYMAK
yams,1304139220,4,A2FHYMW4OA53N1
sparkling water,1304622452,2,AFY6ZIQXMLGR3
rice,1304622193,3,A3BTN14HIZET6Z
pickles,1304622622,5,A2T0H00MMGU7LZ
brownies,6022600790,5,A1Z59RFKN0M5QL
light cream,6053640972,1,AWUO9P6PL1SY8
french fries,1304511081,5,A6P7VX90EVIKI
vegetables mix,737104473,3,A1CWY4G16721R2
fresh tuna,1304622665,2,A1X2OY7Y2J6LO1
green grapes,762451459,3,A2KF5WHTOADF85
frozen smoothie,1304196070,2,A1SNMU6VFTJKQI
pet food,4057362967,1,A25K4CSIYN1OLB
chutney,1304482634,5,A2EUU17DUVWII9
pepper,3227000754,5,A2D0IC8KRJHG3F
pancakes,1879187396,3,A1S8PWBOOL44SM
green grapes,762451459,2,A27M7DNCKQ6D5Y
pasta,1457982633,3,A3MUOZ4MPR1EA6
gluten free bar,6041134473,3,AAYYLJOCG88F4
sandwich,4057368825,3,A37JSWUOEQC89O
fresh tuna,1304622665,3,A3GVNPYMG6ON95
yogurt cake,1304651118,4,AW4GGNNHDM937
extra dark chocolate,6165290582,3,AR9GA6ULUK1AC
mashed potato,6040652705,2,A2JB80MHMU6O3I
dessert wine,5357956227,3,A2NOM3LJVRKWTJ
cereals,5357955972,1,A1L7J1U5Y2RECB
cooking oil,3227001381,3,AN0CUE13AJLEW
fresh tuna,1304622665,2,A1PZ2ORQU247JZ
turkey,1304482685,1,A1BXLQFDJII0ZE
chutney,1304482634,3,AAIGQYAH5WNSU
pepper,3227000754,4,A57JZDRIKHEMC
cauliflower,6165151329,5,A22PDHKTMOUKKS
french fries,1304511081,1,A33A728PP859Y5
yams,1304139220,5,A1JBLH8S6DLCL1
chocolate,1304651088,1,AK7O6VOOXQBYQ
tomatoes,1572671203,5,A3I6P2NU6726XG
fresh tuna,1304622665,5,A25GW5G5GQVKB0
ground beef,1304622428,2,A1LL4WRN7OBRW8
energy drink,1304146434,4,AOJ5TYNLD4G68
salad,1304174867,1,A17U6P3YQISHYH
sparkling water,1304622452,2,A4GKGUD4TIFL
mint,1304651347,5,A7O67Z6ZAYN8B
candy bars,3227001055,5,A2VHK6MXXTR6FD
body spray,7539914718,5,AXG1D956QCMHI
cooking oil,3227001381,2,ATWTNXM6WNV5N
shrimp,205616461,4,A32O109KR1IFX7
parmesan cheese,1304622223,2,A1BW4LQY9U32PC
yogurt cake,1304651118,5,A8FPPXG1OEZ77
gums,5357955948,1,A37E33Y5A3RFYG
cereals,5357955972,4,A3KJ9MA7I7S4IC
whole wheat rice,4057363823,4,A4ZAYGW831ZGI
whole wheat rice,4057363823,3,A2AYT9K7UK7R68
bacon,6152000416,4,A1OXSFS5ZDY7NP
eggs,1304511111,5,A3AI3DJQ8NI1UX
spinach,1304196135,4,A22P8CW9NVJ49H
salad,1304174867,5,A3SP22BU1008GV
burger sauce,5357955454,2,AFQO7NSU6OSGH
energy drink,1304146434,4,AX43HESIL985S
brownies,6022600790,4,APULYOSZS226A
blueberries,6162751473,2,A2X0OUA7W3HNZI
eggs,1304511111,5,A2WE4LU82W1U1L
cider,5357955314,5,A1WSGOA6S3U9OC
whole wheat rice,4057363823,4,A1UUX9VH9XXX0B
body spray,7539914718,5,AHVY2JTMYHWYA
shrimp,205616461,2,A2BXY2QG6XXZQR
gums,5357955948,5,A37860PZPUUY1V
ham,1304665784,3,AY3F1CVHTNVBU
blueberries,6162751473,1,A4J7EDWN32459
cauliflower,6165151329,5,AZGGH4GS18RUN
light mayo,3222000565,4,A3HGJM50RTYPGQ
melons,6175005589,1,A1GYOSEAJ5EEK1
sandwich,4057368825,1,AGP8NQ1MCH0A
soda,5357956111,5,A12K9YFOYOXHAJ
melons,6175005589,4,A3NR9WJZCAKB40
barbecue sauce,6041134511,1,A1ZOGA1A495OHV
ground beef,1304622428,2,A264BXIV14DIWA
sparkling water,1304622452,5,A2YWHJXGR6R00D
cookies,1304511124,1,A2ETF4N62SFLOJ
french fries,1304511081,3,AQXX46012LVOT
herb & pepper,1304622460,2,A2WZYYQDFVZDZ7
rice,1304622193,2,A2C1VR841W5BHI
chili,6041134494,4,ATZVCICY66PXZ
parmesan cheese,1304622223,2,AGR6NXP9R8D66
french fries,1304511081,3,A18DY88WBTDFIF
protein bar,5297000963,2,A1AUDV6O35S9DS
napkins,7883633309,5,A2RGINT43SUQ49
chocolate bread,6022600812,1,A3Q1XK4NGQJGHF
asparagus,1304665704,1,AASZF2ULVECTD
mashed potato,6040652705,4,A1SGXQTDZ6BJNH
parmesan cheese,1304622223,5,A12377XOL83LBK
nonfat milk,5357955751,5,A1V3QKA6RZE4Z9
soda,5357956111,4,A35QQ9Z0YSBPUR
frozen vegetables,1304511073,5,A25IZEM9CGLBB
grated cheese,1304651104,1,A22ZS7VGA34SM4
meatballs,1304511146,5,A3RZB4IQ17Y7VX
strong cheese,4057362886,1,A2FSA9BJC7O7X7
zucchini,7806397051,4,A173D8H9C18PCI
extra dark chocolate,6165290582,1,A2SBLI6XGBI1GK
light mayo,3222000565,2,A7LEHTDY7Z1PD
light mayo,3222000565,4,A8WHCF3SY0L15
bug spray,3423470476,1,AXH81K09PSKLL
napkins,7883633309,4,A2PZ830VJ2GZEZ
extra dark chocolate,6165290582,3,A1OVF6WMXX9CBS
frozen smoothie,1304196070,5,A3E60CSK5WW8BQ
parmesan cheese,1304622223,1,A319PGL9XMNT6A
oatmeal,7800558258,2,A2JPOCC17QIOUI
extra dark chocolate,6165290582,3,A1DPSUISPJG4K6
chili,6041134494,3,APKFDTZU2MX0K
honey,1304174778,4,A1H549TTDWKPCK
soda,5357956111,3,AF7UW6L8OIKS7
butter,1987958179,2,A11J7PLZJ99M7O
water spray,7842953384,2,AWQNOD7X9273P
extra dark chocolate,6165290582,2,A3RCCDL4Y1XZDJ
tomatoes,1572671203,5,A10205RFE66H1R
toothpaste,6175005570,4,A36NPWR62GGB90
light cream,6053640972,5,AU5Z287G31579
salt,4057362843,1,A3QKZZ3Y3FM21N
sparkling water,1304622452,5,A1JLP1MLTJZPJ7
whole wheat rice,4057363823,4,A123AJQJYJY5Z5
cream,7535842801,2,A1J3YHEET4SV5G
cake,4057362797,5,A185Q4S3NFOUOZ
milk,3292000971,5,A2B4MXLEP42IQH
bramble,5357955743,1,A189H8NPEQN58F
herb & pepper,1304622460,3,A1R2MKM2YT5ND0
meatballs,1304511146,4,A23UV2QRYP8PX4
french wine,1412759676,3,A1N9AIQ75P3J5W
zucchini,7806397051,2,A18U3OPGXGQSMO
turkey,1304482685,3,A147FGQTHCMO6R
dessert wine,5357956227,2,AWM0V317JA4X5
mint,1304651347,5,A1B2BDWB519WIW
zucchini,7806397051,4,AVIFRWR2YKO73
flax seed,5357956014,5,A11V6R6WZ5ZQV2
dessert wine,5357956227,3,A14IT4G4FZFEP6
carrots,1906987238,3,A2E2FYUPAO2M0R
chutney,1304482634,4,A2WTWKGP9WES1Q
mashed potato,6040652705,1,A3D0SBB68TTET
rice,1304622193,3,AL74FP10LMX8Y
eggs,1304511111,2,AYTK85H56WQ5F
mayonnaise,5357954771,3,A18M9192WX98HP
whole wheat rice,4057363823,3,A13W8KHF7Y1S51
rice,1304622193,1,A2OP35XWVTJYDK
pepper,3227000754,2,A2P5RDTIGF6XRO
meatballs,1304511146,2,A2KG1LYT548UFB
melons,6175005589,3,A1JKZAOB9S4DF2
muffins,1403790965,2,A2ZMU9L93JSFSR
whole wheat pasta,1304488608,5,A3GDBKK2C9PXFS
bramble,5357955743,4,AMQDTJZRXBPCR
nonfat milk,5357955751,3,AWYRXPZS8TRGJ
napkins,7883633309,1,A2T4Y9EBPRLWB0
fresh tuna,1304622665,3,A27TQSFIAZX3ET
almonds,558925278,1,A2W26TXNIF6OFH
white wine,6167061580,5,A1TKC6GRRBJA4T
turkey,1304482685,1,A1TNQ0QMWCUBCL
turkey,1304482685,5,ALKCBFG5L6FCJ
water spray,7842953384,2,A31A7SV73QLTZS
muffins,1403790965,1,AL4QPSP65J7IE
ground beef,1304622428,3,A3VJPW9T8D6P4Q
cottage cheese,1304140894,4,A1KEESMVTONAGJ
body spray,7539914718,5,AKYM22HHJ4576
vegetables mix,737104473,2,A2UW1YLL8TKAVZ
pickles,1304622622,4,A3QJSZDRC4DXB9
chicken,1451646526,1,AVISXECDOZRGQ
spaghetti,1304511138,4,A1BFS260JO9TZJ
extra dark chocolate,6165290582,5,A2T63MAMWZQ46C
turkey,1304482685,1,A16JWRFT5IHYRA
mint,1304651347,4,A2FBYXWTRB3TN3
low fat yogurt,1304146744,5,A2ML3OG7R68XFP
chicken,1451646526,5,A1EGRLCSMRGOOX
fresh bread,6022600744,3,A22FYS1K1E18ET
cottage cheese,1304140894,3,AF508G9N8T5OY
toothpaste,6175005570,3,A2VB5TIINLFO7B
milk,3292000971,3,A1HB4DFQC6ZGHW
corn,6022600685,5,A104D62WJII6KP
butter,1987958179,5,A5ZBX8PFDNIKE
soda,5357956111,2,A2Z53Z2IXPFE4A
chocolate bread,6022600812,2,A1BT4VX5UXV2P9
hand protein bar,7538650584,4,A23I9CZ4MCWD7G
energy drink,1304146434,1,AUL78LW1ZS9EW
spinach,1304196135,5,AA51P4U4RMPQE
mint,1304651347,3,A3UW44EC9K7SP2
pet food,4057362967,5,A3GPN4M7QLFT2L
asparagus,1304665704,2,A15HBNI7E4H4I2
honey,1304174778,1,AFD1XMFDOUYW8
red wine,1304511154,2,A3CGZE3WU9FFML
honey,1304174778,5,A2LR2XYBPSDPS
light mayo,3222000565,3,A72QEHDVRNTBC
napkins,7883633309,5,ABODWS6KT9V1W
barbecue sauce,6041134511,4,AL7CQDK6QOGNF
pepper,3227000754,2,A26SAG6L9SBH08
mineral water,1304174905,5,A31TGG4GXEBG0Q
soup,1304495396,4,A13RB9IGV06SRF
red wine,1304511154,2,A31H6EDAGQ4N52
pasta,1457982633,5,A6CGFXIVJNRG0
herb & pepper,1304622460,4,A3UZ13EXH4MO9D
olive oil,1304351475,2,A1IJO0HZ1ONCWH
butter,1987958179,4,A1UXVUM6G2H7D6
antioxydant juice,1304196062,5,AEU1BMGTLIUNO
light mayo,3222000565,2,A328HZ1HAUPEY9
parmesan cheese,1304622223,2,A3G5CK0SAWTMK6
frozen vegetables,1304511073,1,A25PEHBZLLHTTF
blueberries,6162751473,1,A3A36DP9IJPRPF
pickles,1304622622,4,A108HJD2ESJXUY
chili,6041134494,3,A2Z3DE1JHTWYQX
nonfat milk,5357955751,2,A32ZF8TRWMR1B9
pickles,1304622622,5,A224SVFBOORJRM
oatmeal,7800558258,2,A2T7A5AIJI9CCF
chili,6041134494,5,A1296LFHAMDOYP
light cream,6053640972,1,A77EO8HXDT3II
tomatoes,1572671203,3,A36M0NAGBV38SU
fresh bread,6022600744,3,A3LMILRM9OC3SA
antioxydant juice,1304196062,2,A1ZEFDGH5VS0EQ
energy bar,1304622657,4,AQZ2MQC5NXN9
french wine,1412759676,5,A2K8K9WVD7FNMG
cauliflower,6165151329,2,A1E6KFB5MUA6JD
pet food,4057362967,1,A3AVQBR7HHOE1X
grated cheese,1304651104,5,A30IP88QK3YUIO
spinach,1304196135,1,A23JG9NJNQ3WXO
rice,1304622193,2,A3437C79W6IORP
salmon,1304196046,2,A2RDQX62GRK6SU
chocolate bread,6022600812,5,APBQH4BS48CQO
candy bars,3227001055,3,A2T5IANBMPPQQ7
soda,5357956111,3,A3FE8W8UV95U6B
napkins,7883633309,4,A3DG2I5KGLK73K
black tea,6117043058,1,A4QK28MB0Y8R8
cottage cheese,1304140894,5,A2550BO5C6CC4O
turkey,1304482685,4,A126J8DRHTQBT0
strong cheese,4057362886,5,A30NKV5H3TPHIT
tomato sauce,1304624544,4,A1EVGDOTGFZOSS
tomatoes,1572671203,3,AJAT0Z7G78AKG
energy drink,1304146434,2,AP5WTCMP6DTRV
spaghetti,1304511138,5,A21IM16PQWKVO5
salad,1304174867,3,A1TLDR1V4O48PK
blueberries,6162751473,5,A2PHMQ53HYJX5E
french wine,1412759676,4,A2W5CUXW018S4X
ground beef,1304622428,1,A3VCJ1D1Z4J8W
shampoo,6162071103,3,A29WF3KXZ6C1OD
hand protein bar,7538650584,2,AY4CBEDCI5Y2V
cottage cheese,1304140894,4,A21E3CB2A1B149
chili,6041134494,3,A3ON6E699JT6CE
cooking oil,3227001381,5,A2ONROQ0ITT7HX
burger sauce,5357955454,5,A1O2WUVJ9OKUTO
asparagus,1304665704,4,A6F8KH0J1AVYA
vegetables mix,737104473,3,A2MMRRW7920RM
tomatoes,1572671203,1,AXPKZA7UZXKTT
nonfat milk,5357955751,1,A25PW8VQJ611EA
salt,4057362843,1,A1ZLDDN5J9CFIO
spaghetti,1304511138,2,A3VJUKZWK13TRI
tomatoes,1572671203,2,AB4OYPWGHYAPO
melons,6175005589,1,A2SIAYDK7GG7QA
ham,1304665784,4,A1JCFYU0BE7XTI
tea,7883527428,1,A3G5OBREQKB7FR
vegetables mix,737104473,5,A2K8SAFPHOJSG9
green grapes,762451459,5,A3GJFDRP3Q8GV5
black tea,6117043058,3,A1B9QR40IL84M4
cottage cheese,1304140894,3,A1ONB0P2P4V81E
oil,3602116004,1,A34EQAIKKUWYYW
energy bar,1304622657,5,A1B93VD33V6JGK
clothes accessories,1304651029,1,A1HGNPI5XWPA5C
light mayo,3222000565,2,AABAFCMZHEO1U
honey,1304174778,5,A3KK59I1TY3MRB
chicken,1451646526,2,A3UQXHI88S7XAX
asparagus,1304665704,1,ATLDUADWJMTT0
energy bar,1304622657,3,AUM9K0KZGK653
mayonnaise,5357954771,5,A5IYFBQ25IVN6
rice,1304622193,5,A1T7O0U15G2OXX
white wine,6167061580,5,A1VIKBGCPW22YC
ground beef,1304622428,3,A2U71ZBMQCJ7TC
tomato sauce,1304624544,1,A2EDV2NPKN69YM
brownies,6022600790,2,A3KOU7EJZX3Z3O
energy drink,1304146434,2,A3E3ZSEKGWFUGZ
white wine,6167061580,5,A2A118C3EOJLL6
ham,1304665784,3,A29DZ36SLTMZOI
spinach,1304196135,3,A3Q3PRW1YR3Q3Q
whole wheat pasta,1304488608,4,A36A5S1NI653AQ
muffins,1403790965,3,A3EB7LZY4SO8S4
ketchup,7119018714,4,A2IS0IGSQ79ECX
shrimp,205616461,3,A2H8Z04RWXZQ85
mint green tea,6117036094,1,A96GJTT3M3WYU
zucchini,7806397051,4,A1JB41F8U79KIE
butter,1987958179,2,A1PQ6KU1TUNNGL
yams,1304139220,3,A2UIJN42ZLCW8S
chutney,1304482634,4,A9EPRATZ1GW1F
sandwich,4057368825,2,A32ZIX6JXPJX3O
fromage blanc,6022600804,2,A394ODETD69NJP
hot dogs,4057362894,4,A2S6E2EQ2CM7FG
low fat yogurt,1304146744,4,A1HX1D929O8PJD
babies food,6169040335,3,AB24Z8PTNQ33I
avocado,733001998,5,A3CMSS365AM46L
milk,3292000971,1,A1HSQHFM8V63BF
corn,6022600685,5,A2OBFNZFMB8R4F
frozen smoothie,1304196070,3,A26CIZL1C18YQH
water spray,7842953384,3,A1TFQ2STVBDBUT
napkins,7883633309,4,AAXLAV096NKIL
dessert wine,5357956227,2,A277CKSB8I4VZW
magazines,4057553908,4,A3OMRT3JNDDHU8
chocolate,1304651088,1,A12229EA9OZZJM
napkins,7883633309,2,A2EDAQWOCTY40G
toothpaste,6175005570,4,A1TMM08V2ZX5ST
ham,1304665784,2,AED3WS57LEQ1B
asparagus,1304665704,3,A1YA6EYCAF3UCE
low fat yogurt,1304146744,3,A1ESDW5VX6B73Q
cake,4057362797,1,ACC4II22TY40E
candy bars,3227001055,1,A5UQ7Y4PGN63T
mayonnaise,5357954771,1,A46TQBGKSLLY4
bacon,6152000416,2,AVMNS3FP7YMU3
burgers,1304482596,5,A1F3O7497UYRUV
corn,6022600685,5,A3ULP7B2QOVYRW
whole wheat pasta,1304488608,2,AV910Z21Q4DUR
mayonnaise,5357954771,2,A1S0YCERQMTLWX
shallot,1929099886,5,A18GFWX5GYOU3F
rice,1304622193,1,A2RAI0BVLV19UH
dessert wine,5357956227,1,AU5FVIIDW0VIF
hot dogs,4057362894,3,ATVBB0P7JPJE7
toothpaste,6175005570,3,A2VAHEBP5LECKG
honey,1304174778,3,A2CYGU98CZQNH5
gluten free bar,6041134473,5,A1WVWKP2NO09BZ
body spray,7539914718,5,A17XYI0YG5UHW3
extra dark chocolate,6165290582,4,ASDYXS80RUUO0
eggplant,5357955867,2,A2X7QHR5ZQA0HR
barbecue sauce,6041134511,3,A3OFKO6HR06L0V
light mayo,3222000565,4,A3KL8WSLJPSWMR
chili,6041134494,4,AHUQSDM26UH5C
cereals,5357955972,1,ATJ6S9R0W10JS
pancakes,1879187396,2,A3KT64AAQTXIG0
fresh bread,6022600744,2,AMWWXJA8PUX1U
gums,5357955948,5,A1Z6G0LOBCJQB4
barbecue sauce,6041134511,3,A165V5XOD0LNSR
tomatoes,1572671203,1,A116ITN8WDR1M4
bramble,5357955743,3,A1WFDC6D0QXZYQ
frozen vegetables,1304511073,4,A2SZVB853VZCAP
black tea,6117043058,4,A3EA0MI9BVJXBE
whole wheat rice,4057363823,4,A1LAIQIVHMO1K7
melons,6175005589,2,A19C4WE5N9WJLU
toothpaste,6175005570,3,A3GWYPIMLSRQ7P
black tea,6117043058,4,AUHNJA6JGCTBT
whole wheat pasta,1304488608,1,AJDANTTLD8MFD
whole wheat rice,4057363823,4,A1HCGIOWZR6ANG
spaghetti,1304511138,2,ANJZ5ZHBL3IW7
fromage blanc,6022600804,2,A1T6L23XRNG29L
fresh bread,6022600744,3,AJOB6PJUVTRPV
champagne,1304665720,2,A1NUFF9K8QS800
ground beef,1304622428,2,A1GK2INST7GB8R
mineral water,1304174905,5,A2L8AWOIWML9CH
sparkling water,1304622452,1,ATIRQXBP4EI6A
napkins,7883633309,2,A209TMH7LYEQ2E
bug spray,3423470476,4,A2K0LCQYPQUIJZ
grated cheese,1304651104,1,A2ZJA6MEWOMOJ
dessert wine,5357956227,4,AE1TYBYU5DEO9
champagne,1304665720,2,A2OAQJNHIBCZNY
cauliflower,6165151329,5,A3U80NITRNK3H8
burger sauce,5357955454,1,A34I5YAH6R5S46
asparagus,1304665704,3,A2JIPZOSXOL8Z2
bug spray,3423470476,2,AQJGHMVO5X1BW
chicken,1451646526,2,A37EU510VFU94X
oil,3602116004,4,AN3JGQI2TTRR
tomato juice,1304146537,3,A3UL5IMEIU8LE2
yogurt cake,1304651118,3,A1ICCX3BW0LF2U
soup,1304495396,5,A1K0G3T86YMLCN
babies food,6169040335,4,ACJFZTWV1JDX4
light mayo,3222000565,1,AU6KEYBL3TP0W
toothpaste,6175005570,3,A3PYK302AW6T5G
melons,6175005589,2,A1Z2CRE6J1CJTK
ham,1304665784,1,A1FFN2X53EMZNW
extra dark chocolate,6165290582,1,A2WJ1QHYKQLOJH
bramble,5357955743,4,A2N20UD9IPYRMT
shrimp,205616461,2,A3O3EWC47LHLR0
mashed potato,6040652705,5,A1GEPOLRTX9VK1
spinach,1304196135,3,AGFK00WA60WTN
bug spray,3423470476,3,A34CQ14M1Y6WM0
salmon,1304196046,1,A18GH4M4IZF5DG
tomato juice,1304146537,5,A14G2D00311D5G
hand protein bar,7538650584,4,A332JM04UGCD99
sparkling water,1304622452,1,A3IV9LLG3264F1
parmesan cheese,1304622223,3,A5663WRAL9LZ7
melons,6175005589,2,AIGO7WT50WPS8
fresh bread,6022600744,3,A1944K0ACKLRPO
flax seed,5357956014,1,AHQIFXFV3A8LZ
pancakes,1879187396,4,AMVOLO7IF3RHO
pancakes,1879187396,2,A8WDVBE6E7VGK
cider,5357955314,2,A2CD2WAOCV5950
salad,1304174867,3,A2OWDQDHAD8C67
cauliflower,6165151329,5,A3ICTV26DK6IP9
asparagus,1304665704,4,AHM4FL8ZLPI2R
french fries,1304511081,5,A1L484AD92GHD
energy drink,1304146434,1,A1FK1X14UEHRH2
herb & pepper,1304622460,3,A3O8WK0NRXHGOO
green beans,5357955786,2,A3SEDTPDP0G66D
muffins,1403790965,1,A1KRSGSTBEPW88
mashed potato,6040652705,5,A1HQT5S6EYBZ9Y
green tea,1304168522,2,ADWU2VMS20Q9O
antioxydant juice,1304196062,3,A1CIGI2TSUCYUY
cider,5357955314,1,A2JVOKZG094NU8
honey,1304174778,4,A1J3MJER08S0RE
